16,241,5.0
16,1339,2.0
17,1069,5.0
17,515,5.0
17,1549,4.0
17,1082,2.0
17,211,5.0
17,941,4.0
17,1703,1.0
17,1425,4.0
17,1534,5.0
18,836,3.0
18,1389,2.0
18,1882,4.0
18,1052,3.0
18,1383,1.0
18,254,1.0
18,45,3.0
18,1397,5.0
18,102,1.0
18,262,3.0
18,779,5.0
18,971,5.0
18,1806,3.0
18,1301,4.0
19,1195,5.0
19,237,3.0
19,1874,1.0
19,884,2.0
19,1553,4.0
19,65,5.0
19,1179,5.0
19,1189,5.0
19,338,4.0
19,615,3.0
19,1735,1.0
19,666,2.0
19,989,4.0
19,555,2.0
19,1915,1.0
19,1528,5.0
19,147,2.0
20,110,1.0
20,1971,2.0
20,1312,5.0
20,602,5.0
20,255,2.0
20,294,2.0
20,823,5.0
20,350,5.0
20,976,5.0
21,1913,3.0
21,1011,2.0
21,867,3.0
21,386,4.0
21,1341,5.0
21,975,5.0
21,1046,1.0
21,1478,2.0
21,1629,5.0
21,936,2.0
21,509,2.0
21,1254,5.0
21,1160,1.0
21,1159,5.0
21,1515,1.0
21,36,3.0
22,1454,2.0
22,1920,1.0
22,1022,3.0
22,1722,4.0
22,1231,1.0
22,1931,4.0
22,1958,4.0
22,561,5.0
22,1152,1.0
22,197,1.0
22,981,3.0
22,977,4.0
22,286,1.0
23,525,2.0
23,1030,4.0
23,1168,3.0
23,30,1.0
23,1415,2.0
23,144,2.0
23,915,3.0
23,1691,1.0
23,1138,2.0
23,936,1.0
23,14,2.0
23,1512,1.0
23,652,4.0
23,1523,2.0
23,1386,1.0
23,1158,5.0
23,390,3.0
23,1270,1.0
23,1810,1.0
23,921,3.0
24,770,2.0
24,1763,2.0
24,468,1.0
24,479,4.0
24,1854,5.0
24,861,1.0
24,110,1.0
24,1177,3.0
24,398,1.0
24,720,5.0
24,1453,2.0
24,35,2.0
24,1322,3.0
24,826,2.0
24,1739,2.0
24,322,1.0
25,1821,1.0
25,1604,1.0
25,1701,2.0
25,397,5.0
25,1434,3.0
25,845,3.0
25,76,3.0
25,1592,4.0
25,1388,3.0
25,830,2.0
25,1450,2.0
25,1757,5.0
25,352,1.0
26,1292,2.0
26,1802,2.0
26,1056,5.0
26,390,4.0
26,1801,2.0
26,1261,1.0
26,1718,3.0
26,321,1.0
26,1942,1.0
26,1896,5.0
26,1936,3.0
26,1392,5.0
26,1531,1.0
26,848,1.0
26,1371,5.0
26,99,1.0
26,1702,4.0
27,806,1.0
27,1459,2.0
27,826,3.0
28,1683,1.0
28,1405,5.0
28,1218,4.0
28,1393,3.0
28,1486,2.0
29,1589,4.0
29,495,3.0
29,1768,1.0
29,1966,1.0
29,1355,4.0
29,553,2.0
29,1517,1.0
29,419,4.0
30,521,4.0
30,1432,3.0
30,1721,5.0
30,845,3.0
30,1025,4.0
30,111,3.0
30,1930,4.0
30,1586,1.0
30,681,2.0
30,913,1.0
30,296,1.0
30,1719,3.0
31,1504,1.0
31,270,4.0
31,1245,5.0
31,195,4.0
31,77,1.0
31,625,3.0
31,630,4.0
32,734,4.0
32,1411,2.0
32,67,2.0
32,410,1.0
32,453,4.0
32,661,2.0
32,541,4.0
32,1888,4.0
32,1065,3.0
32,1644,2.0
32,76,4.0
32,215,2.0
32,1397,3.0
32,373,3.0
32,1673,3.0
32,1850,1.0
32,760,4.0
32,1940,2.0
32,909,2.0
32,1524,4.0
33,192,2.0
33,890,4.0
33,631,4.0
33,82,1.0
33,633,3.0
33,1560,1.0
33,1535,3.0
33,556,1.0
34,1863,2.0
34,99,5.0
34,1207,2.0
34,583,3.0
34,1435,5.0
34,1054,1.0
34,975,3.0
34,764,2.0
35,776,5.0
35,1415,1.0
36,1980,5.0
36,922,2.0
36,594,4.0
36,925,4.0
36,1046,4.0
36,593,1.0
36,1398,4.0
36,1814,3.0
36,937,5.0
36,322,5.0
36,713,4.0
36,836,4.0
36,548,3.0
36,1640,2.0
36,371,4.0
36,362,5.0
36,1963,4.0
36,706,4.0
36,1292,1.0
36,1765,3.0
37,1443,5.0
37,1221,3.0
37,321,3.0
37,768,4.0
37,545,1.0
37,287,5.0
37,311,2.0
37,1690,1.0
37,1784,5.0
37,536,2.0
37,872,2.0
37,1652,3.0
37,160,5.0
37,1722,3.0
37,289,1.0
37,395,4.0
38,34,3.0
38,1892,3.0
38,1915,5.0
38,119,1.0
38,63,5.0
38,1499,2.0
38,821,2.0
38,534,4.0
38,1634,1.0
38,1172,3.0
38,1794,2.0
38,527,4.0
38,1996,4.0
38,620,1.0
38,1915,5.0
38,1018,5.0
38,900,2.0
38,439,3.0
38,909,5.0
39,1553,2.0
39,1677,5.0
39,1602,2.0
39,102,5.0
39,1721,5.0
39,1129,2.0
39,1552,5.0
39,1045,3.0
39,1511,2.0
39,17,3.0
39,524,1.0
39,881,5.0
39,184,4.0
39,1391,2.0
40,1260,2.0
41,343,5.0
41,407,5.0
41,275,1.0
41,1919,5.0
42,242,5.0
42,1105,2.0
42,1162,1.0
42,945,1.0
42,1375,3.0
42,850,2.0
42,1836,2.0
42,711,4.0
42,1530,4.0
42,1325,3.0
42,124,5.0
42,1755,2.0
42,518,1.0
42,1443,1.0
42,1267,5.0
42,1052,5.0
42,781,5.0
42,1045,2.0
42,875,4.0
42,1565,1.0
43,292,4.0
43,686,4.0
43,649,1.0
43,1007,2.0
43,627,1.0
43,1586,4.0
43,803,5.0
44,176,4.0
44,359,2.0
44,1191,3.0
44,1493,4.0
44,781,2.0
44,337,1.0
44,1404,3.0
44,306,5.0
44,1954,2.0
44,36,1.0
44,393,4.0
44,164,2.0
44,194,2.0
44,74,4.0
44,1131,4.0
45,493,4.0
45,468,3.0
45,1165,5.0
45,259,5.0
45,1620,1.0
45,1520,5.0
45,654,5.0
45,802,5.0
45,578,4.0
46,1533,1.0
46,1614,1.0
46,562,4.0
47,1293,1.0
47,972,5.0
47,928,3.0
48,970,4.0
48,576,1.0
48,759,2.0
48,350,1.0
48,1127,2.0
49,1975,4.0
49,105,1.0
49,1072,3.0
49,53,5.0
49,1583,2.0
49,1204,3.0
49,761,5.0
50,645,5.0
50,1738,1.0
50,949,3.0
50,385,3.0
50,1307,5.0
50,762,5.0
50,648,3.0
50,851,2.0
50,570,3.0
50,1833,2.0
50,1589,1.0
51,973,3.0
51,1105,1.0
51,1417,1.0
51,429,1.0
51,362,2.0
51,735,5.0
51,561,2.0
51,58,3.0
51,433,5.0
51,1069,5.0
51,1092,4.0
51,181,5.0
51,274,3.0
51,1756,4.0
51,1302,3.0
51,22,1.0
51,1401,2.0
51,450,1.0
51,1311,3.0
52,478,2.0
52,218,3.0
52,985,5.0
52,792,3.0
52,735,3.0
52,1271,1.0
52,788,3.0
52,1535,2.0
52,1384,5.0
52,1428,5.0
52,1709,4.0
52,1608,3.0
52,1107,1.0
52,1684,2.0
52,1746,2.0
52,356,3.0
52,960,4.0
52,44,5.0
53,342,3.0
53,1024,3.0
53,1831,2.0
53,681,4.0
53,1601,2.0
53,1960,4.0
53,1192,5.0
53,1377,3.0
53,1265,2.0
53,1252,1.0
53,668,2.0
53,974,2.0
53,837,3.0
53,1961,3.0
54,1178,4.0
54,1391,1.0
54,1247,5.0
54,513,4.0
54,216,2.0
54,1327,3.0
54,1354,2.0
54,1854,4.0
54,712,5.0
54,1677,2.0
54,1331,4.0
54,186,3.0
54,881,4.0
54,598,1.0
54,1723,1.0
54,676,2.0
54,1565,1.0
54,1218,2.0
55,1292,2.0
55,554,2.0
55,109,3.0
55,1890,3.0
55,1850,3.0
55,1609,5.0
55,70,2.0
55,713,2.0
56,797,2.0
56,1837,1.0
56,1894,5.0
56,1734,4.0
56,366,4.0
56,1070,3.0
56,1679,1.0
56,1441,4.0
56,688,5.0
56,134,5.0
56,717,1.0
56,1000,2.0
56,713,5.0
56,1984,3.0
56,1986,4.0
56,319,5.0
56,344,4.0
57,1336,2.0
57,1872,5.0
57,1663,3.0
57,370,2.0
57,1288,5.0
57,1775,5.0
57,1316,3.0
57,785,3.0
57,1445,2.0
57,464,4.0
57,913,4.0
57,1826,1.0
57,1072,1.0
57,474,1.0
58,1209,3.0
58,148,5.0
58,1087,2.0
58,1152,1.0
58,1215,3.0
58,1281,3.0
58,90,1.0
58,728,4.0
58,1646,1.0
58,681,1.0
58,1959,1.0
58,1076,1.0
58,85,4.0
58,478,4.0
58,879,1.0
58,1223,2.0
58,1843,4.0
58,1739,3.0
58,156,5.0
59,127,3.0
59,1737,1.0
59,840,1.0
59,759,1.0
59,466,2.0
59,1825,5.0
59,722,4.0
59,1474,1.0
59,124,5.0
59,661,3.0
59,533,4.0
59,342,1.0
59,1034,3.0
59,986,2.0
60,1972,2.0
60,1451,5.0
60,1698,4.0
60,1618,5.0
60,208,3.0
61,1440,5.0
61,375,4.0
61,1844,3.0
61,706,4.0
61,1942,4.0
61,688,4.0
61,1952,4.0
61,1658,5.0
61,542,3.0
61,1094,4.0
61,1310,4.0
61,517,4.0
62,1125,4.0
62,460,2.0
62,37,4.0
62,423,5.0
62,876,1.0
62,667,1.0
62,655,1.0
62,1354,4.0
62,541,3.0
62,291,5.0
62,698,5.0
62,709,5.0
62,853,3.0
63,942,1.0
63,1045,4.0
63,124,1.0
63,1539,1.0
63,53,4.0
63,1858,2.0
63,390,5.0
63,1697,5.0
63,210,5.0
63,1651,4.0
63,499,3.0
63,1955,5.0
63,486,5.0
63,969,5.0
63,1086,4.0
63,1530,2.0
63,1359,4.0
63,17,4.0
64,840,5.0
64,1698,1.0
64,1375,5.0
65,798,5.0
65,1032,1.0
65,350,3.0
65,1887,4.0
65,1253,5.0
65,1,2.0
65,1003,4.0
65,1774,3.0
65,1211,4.0
65,942,5.0
65,1908,1.0
65,1182,1.0
65,568,4.0
65,1260,3.0
65,233,2.0
65,549,4.0
65,1229,4.0
65,539,5.0
65,860,2.0
65,468,3.0
66,436,3.0
67,895,2.0
67,1121,2.0
67,872,1.0
68,45,2.0
68,280,5.0
68,1061,4.0
68,579,5.0
68,1944,2.0
68,536,1.0
68,970,5.0
68,81,4.0
68,1438,5.0
68,782,4.0
68,1377,5.0
68,1164,4.0
68,490,1.0
68,839,1.0
68,153,4.0
68,1454,2.0
69,295,4.0
69,1123,4.0
69,1700,2.0
69,1636,4.0
69,1232,5.0
69,548,3.0
69,1272,3.0
69,1579,1.0
69,1924,3.0
69,443,5.0
69,688,4.0
69,1624,3.0
69,1191,4.0
70,1202,5.0
70,906,4.0
70,1174,5.0
70,475,4.0
70,114,2.0
70,1827,4.0
70,973,4.0
70,210,3.0
70,1622,5.0
70,762,5.0
70,229,4.0
70,884,1.0
70,969,3.0
70,108,5.0
70,76,5.0
70,1415,1.0
70,1141,5.0
70,833,5.0
71,904,4.0
71,883,4.0
71,381,4.0
71,1749,4.0
71,1967,1.0
71,512,5.0
71,689,4.0
71,1915,5.0
71,1407,3.0
71,166,1.0
71,1283,1.0
71,1086,5.0
71,1670,1.0
71,264,3.0
71,911,2.0
71,1524,5.0
71,1565,2.0
72,1288,1.0
72,180,2.0
72,101,5.0
72,116,2.0
73,1725,4.0
73,678,5.0
73,1834,4.0
73,1595,4.0
73,1265,4.0
73,1083,3.0
73,572,3.0
73,1034,1.0
73,1339,2.0
73,1731,2.0
73,1213,4.0
73,1820,5.0
73,1679,1.0
74,1817,3.0
74,870,1.0
74,287,5.0
74,631,3.0
75,1343,5.0
75,1063,2.0
75,899,3.0
75,384,4.0
75,875,4.0
75,684,4.0
75,1126,1.0
75,962,2.0
76,26,3.0
76,1225,5.0
77,729,1.0
77,1186,1.0
77,1829,2.0
77,855,3.0
77,1690,4.0
77,412,5.0
77,98,4.0
77,1809,1.0
77,791,2.0
77,548,5.0
77,631,1.0
77,1034,3.0
77,1093,3.0
77,1271,5.0
77,1182,5.0
78,157,5.0
78,563,1.0
78,431,4.0
78,72,3.0
78,629,4.0
78,1709,2.0
78,338,1.0
78,675,4.0
78,619,4.0
78,1217,2.0
78,1479,3.0
78,1758,5.0
78,895,5.0
78,790,5.0
78,1865,4.0
79,1953,1.0
79,571,1.0
79,295,1.0
79,1211,1.0
79,700,4.0
79,449,2.0
79,1569,2.0
79,1631,1.0
79,1562,1.0
79,944,4.0
79,1619,1.0
79,29,5.0
79,66,3.0
79,1067,4.0
79,1031,5.0
79,420,3.0
79,1344,3.0
79,339,3.0
80,453,2.0
80,661,5.0
80,1297,5.0
80,238,1.0
80,1319,1.0
80,1134,5.0
80,817,5.0
80,288,5.0
80,1610,5.0
80,377,5.0
80,754,4.0
80,1486,5.0
81,1216,3.0
81,1595,1.0
82,1197,1.0
82,399,4.0
82,520,5.0
82,35,5.0
82,1262,4.0
82,1696,4.0
82,1276,5.0
82,757,4.0
82,57,5.0
82,151,5.0
82,444,5.0
82,593,4.0
82,904,3.0
83,28,2.0
83,995,4.0
83,1185,2.0
83,1105,4.0
83,130,4.0
83,1126,5.0
83,1427,5.0
84,897,1.0
84,1726,1.0
84,957,5.0
85,1484,2.0
85,1425,3.0
85,66,1.0
85,639,4.0
85,445,4.0
85,332,5.0
85,1877,4.0
85,758,1.0
85,781,5.0
85,1144,4.0
85,884,5.0
85,628,5.0
85,341,3.0
85,170,4.0
85,1186,3.0
85,1843,4.0
85,960,5.0
85,582,3.0
85,1200,5.0
86,247,5.0
86,510,3.0
86,19,5.0
87,972,3.0
87,438,1.0
88,1420,1.0
88,396,1.0
88,196,4.0
88,944,1.0
88,902,1.0
88,406,3.0
88,1954,3.0
88,1667,3.0
88,921,5.0
88,131,5.0
88,909,3.0
88,39,3.0
88,379,5.0
88,1067,4.0
88,1315,2.0
88,1201,1.0
88,1298,1.0
88,701,4.0
88,1426,3.0
88,1692,5.0
89,952,1.0
89,1155,3.0
89,910,2.0
89,1091,3.0
89,1574,3.0
89,227,1.0
89,1191,2.0
89,790,1.0
89,1904,1.0
89,57,4.0
89,919,2.0
89,397,1.0
89,961,5.0
90,1241,5.0
90,520,2.0
91,1201,5.0
91,885,1.0
91,1438,1.0
91,1615,2.0
91,1260,3.0
91,633,4.0
91,165,5.0
91,1827,1.0
91,1911,5.0
91,672,5.0
91,356,2.0
92,494,3.0
93,1829,4.0
93,175,1.0
93,636,3.0
93,1899,2.0
93,643,4.0
93,651,3.0
93,557,5.0
93,1393,1.0
93,631,2.0
93,34,4.0
93,619,5.0
93,1343,3.0
94,409,3.0
94,141,2.0
95,1212,4.0
95,366,1.0
95,1573,3.0
95,1950,1.0
95,865,2.0
95,98,4.0
95,730,5.0
95,1020,3.0
95,658,4.0
95,308,5.0
95,276,2.0
96,660,5.0
96,827,5.0
96,238,1.0
96,604,1.0
96,1128,3.0
97,783,2.0
97,392,3.0
98,1164,3.0
98,457,3.0
98,1744,5.0
98,236,1.0
98,1951,2.0
98,669,2.0
98,310,2.0
98,117,1.0
98,1986,5.0
98,79,1.0
98,1578,3.0
98,1784,3.0
98,950,4.0
98,1079,2.0
98,1615,1.0
98,1510,3.0
99,502,4.0
99,1325,2.0
99,635,2.0
99,975,1.0
99,1397,3.0
99,1106,4.0
99,510,5.0
99,26,3.0
99,990,5.0
99,1234,1.0
99,682,1.0
99,209,2.0
99,1269,5.0
99,1979,1.0
99,1275,5.0
99,925,2.0
99,1293,2.0
99,261,3.0
99,1619,3.0
